full_name,pdes,a,e,i,om,w,primary_type,detail_type1,detail_type2
  4832 Palinurus (1988 TU1),4832,5.263,0.1417,19.06,135.14,209.84,Asteroid,FEO,Jupiter-trojan
  4833 Meges (1989 AL2),4833,5.231,0.0928,34.73,101.74,281.59,Asteroid,FEO,Jupiter-trojan
  4834 Thoas (1989 AM2),4834,5.204,0.1375,28.47,75.97,352.95,Asteroid,FEO,Jupiter-trojan
  4835 Asaeus (1989 BQ),4835,5.194,0.2524,19.57,125.44,355.46,Asteroid,FEO,Jupiter-trojan
  4836 Medon (1989 CK1),4836,5.216,0.1092,19.39,82.06,33.96,Asteroid,FEO,Jupiter-trojan
  4867 Polites (1989 SZ),4867,5.174,0.0193,27.16,335.19,283.67,Asteroid,FEO,Jupiter-trojan
  4902 Thessandrus (1989 AN2),4902,5.202,0.044,9.08,170.28,271.73,Asteroid,FEO,Jupiter-trojan
  4946 Askalaphus (1988 BW1),4946,5.321,0.0486,21.85,59.04,205.77,Asteroid,FEO,Jupiter-trojan
  5012 Eurymedon (9507 P-L),5012,5.264,0.0862,4.99,34.77,335.46,Asteroid,FEO,Jupiter-trojan
  5023 Agapenor (1985 TG3),5023,5.162,0.0525,11.79,308.33,87.95,Asteroid,FEO,Jupiter-trojan
  5025 Mecisteus (1986 TS6),5025,5.192,0.0762,11.03,347.76,74.67,Asteroid,FEO,Jupiter-trojan
  5027 Androgeos (1988 BX1),5027,5.301,0.0668,31.45,78.22,345.75,Asteroid,FEO,Jupiter-trojan
  5028 Halaesus (1988 BY1),5028,5.259,0.1314,21.48,44.01,12.16,Asteroid,FEO,Jupiter-trojan
  5041 Theotes (1973 SW1),5041,5.199,0.0359,10.58,29.88,103.33,Asteroid,FEO,Jupiter-trojan
  5119 Imbrius (1988 RA1),5119,5.199,0.1102,15.95,316.99,16.98,Asteroid,FEO,Jupiter-trojan
  5120 Bitias (1988 TZ1),5120,5.265,0.1121,25.01,295.9,24.38,Asteroid,FEO,Jupiter-trojan
  5123 Cynus (1989 BL),5123,5.224,0.1035,8.53,78.18,32.82,Asteroid,FEO,Jupiter-trojan
  5126 Achaemenides (1989 CH2),5126,5.247,0.0266,29.86,116.51,350.77,Asteroid,FEO,Jupiter-trojan
  5130 Ilioneus (1989 SC7),5130,5.195,0.0122,15.75,242.53,108.98,Asteroid,FEO,Jupiter-trojan
  5144 Achates (1991 XX),5144,5.184,0.2729,8.92,322.81,331.88,Asteroid,FEO,Jupiter-trojan
  5209 Oloosson (1989 CW1),5209,5.208,0.052,9.04,322.71,105.04,Asteroid,FEO,Jupiter-trojan
  5233 Nastes (1988 RL10),5233,5.15,0.0442,3.38,142.51,47.24,Asteroid,FEO,Jupiter-trojan
  5244 Amphilochos (1973 SQ1),5244,5.183,0.0285,6.15,213.29,129.56,Asteroid,FEO,Jupiter-trojan
  5254 Ulysses (1986 VG1),5254,5.224,0.1225,24.2,75.99,344.42,Asteroid,FEO,Jupiter-trojan
  5257 Laogonus (1988 RS10),5257,5.159,0.0316,2.87,126.99,90,Asteroid,FEO,Jupiter-trojan
  5258 Rhoeo (1989 AU1),5258,5.16,0.0787,5.93,248.01,231.17,Asteroid,FEO,Jupiter-trojan
  5259 Epeigeus (1989 BB1),5259,5.212,0.0715,15.91,67.48,201.12,Asteroid,FEO,Jupiter-trojan
  5264 Telephus (1991 KC),5264,5.21,0.1126,33.57,121.9,359.25,Asteroid,FEO,Jupiter-trojan
  5283 Pyrrhus (1989 BW),5283,5.195,0.1505,17.48,71.12,357.01,Asteroid,FEO,Jupiter-trojan
  5284 Orsilocus (1989 CK2),5284,5.226,0.0848,20.22,102.75,343.59,Asteroid,FEO,Jupiter-trojan
  5285 Krethon (1989 EO11),5285,5.191,0.0514,25.15,144.28,257.85,Asteroid,FEO,Jupiter-trojan
  5436 Eumelos (1990 DK),5436,5.202,0.0786,7.43,253.97,221.06,Asteroid,FEO,Jupiter-trojan
  5476 Mulius (1989 TO11),5476,5.115,0.0754,13.7,198.53,96.24,Asteroid,FEO,Jupiter-trojan
  5511 Cloanthus (1988 TH1),5511,5.252,0.1188,11.17,172.66,121.99,Asteroid,FEO,Jupiter-trojan
  5637 Gyas (1988 RF1),5637,5.177,0.1213,22.42,1.94,331.26,Asteroid,FEO,Jupiter-trojan
  5638 Deikoon (1988 TA3),5638,5.236,0.1063,10.92,156.03,92.96,Asteroid,FEO,Jupiter-trojan
  5648 Axius (1990 VU1),5648,5.142,0.1669,22.71,71.04,269.21,Asteroid,FEO,Jupiter-trojan
  5652 Amphimachus (1992 HS3),5652,5.214,0.0773,1.9,281.65,109.27,Asteroid,FEO,Jupiter-trojan
  5907 Rhigmus (1989 TU5),5907,5.151,0.0985,1.92,107.75,142.6,Asteroid,FEO,Jupiter-trojan
  6002 Eetion (1988 RO),6002,5.225,0.0925,15.55,209.71,158.8,Asteroid,FEO,Jupiter-trojan
  6090 Aulis (1989 DJ),6090,5.298,0.0579,20.2,328.47,75.3,Asteroid,FEO,Jupiter-trojan
  6443 Harpalion (1988 RH12),6443,5.237,0.1269,9.5,168.17,199.84,Asteroid,FEO,Jupiter-trojan
  6545 Leitus (1986 TR6),6545,5.162,0.0528,11.98,278.03,148.42,Asteroid,FEO,Jupiter-trojan
  6997 Laomedon (3104 T-3),6997,5.179,0.102,19.12,195.28,59.11,Asteroid,FEO,Jupiter-trojan
  6998 Tithonus (3108 T-3),6998,5.177,0.0714,1.73,35.24,259.8,Asteroid,FEO,Jupiter-trojan
  7119 Hiera (1989 AV2),7119,5.127,0.1036,19.34,285.47,123.75,Asteroid,FEO,Jupiter-trojan
  7152 Euneus (1973 SH1),7152,5.155,0.0649,3.71,113.04,307.42,Asteroid,FEO,Jupiter-trojan
  7214 Anticlus (1973 SM1),7214,5.196,0.0357,13.45,195.52,217,Asteroid,FEO,Jupiter-trojan
  7352 Hypsenor (1994 CO),7352,5.126,0.0373,8.18,130.33,128.61,Asteroid,FEO,Jupiter-trojan
  7543 Prylis (1973 SY),7543,5.204,0.0649,14.06,195.56,207.76,Asteroid,FEO,Jupiter-trojan
  7641 Cteatus (1986 TT6),7641,5.215,0.0545,34.69,242.06,227.99,Asteroid,FEO,Jupiter-trojan
   433 Eros (A898 PA),433,1.458,0.2228,10.83,304.29,178.93,Asteroid,NEO,Amor
   719 Albert (A911 TB),719,2.637,0.547,11.58,183.86,156.25,Asteroid,NEO,Amor
   887 Alinda (A918 AA),887,2.472,0.5707,9.4,110.42,350.48,Asteroid,NEO,Amor
  1036 Ganymed (A924 UB),1036,2.666,0.533,26.69,215.5,132.47,Asteroid,NEO,Amor
  1221 Amor (1932 EA1),1221,1.919,0.4358,11.88,171.32,26.63,Asteroid,NEO,Amor
  1580 Betulia (1950 KA),1580,2.198,0.487,52.1,62.26,159.55,Asteroid,NEO,Amor
  1627 Ivar (1929 SH),1627,1.864,0.3965,8.45,133.12,167.81,Asteroid,NEO,Amor
  1915 Quetzalcoatl (1953 EA),1915,2.544,0.5704,20.4,162.94,347.8,Asteroid,NEO,Amor
  1916 Boreas (1953 RA),1916,2.272,0.4498,12.88,340.6,335.89,Asteroid,NEO,Amor
  1917 Cuyo (1968 AA),1917,2.15,0.5056,23.96,188.29,194.53,Asteroid,NEO,Amor
  1943 Anteros (1973 EC),1943,1.43,0.256,8.71,246.31,338.36,Asteroid,NEO,Amor
  1980 Tezcatlipoca (1950 LA),1980,1.71,0.3648,26.87,246.55,115.48,Asteroid,NEO,Amor
  2059 Baboquivari (1963 UA),2059,2.642,0.5318,11.02,200.69,192.44,Asteroid,NEO,Amor
  2061 Anza (1960 UA),2061,2.265,0.536,3.8,207.36,157.06,Asteroid,NEO,Amor
  2202 Pele (1972 RA),2202,2.291,0.5127,8.74,169.93,217.93,Asteroid,NEO,Amor
  2368 Beltrovata (1977 RA),2368,2.105,0.4133,5.22,287.31,43.12,Asteroid,NEO,Amor
  2608 Seneca (1978 DA),2608,2.523,0.5701,14.64,167.3,37.65,Asteroid,NEO,Amor
  3102 Krok (1981 QA),3102,2.151,0.4496,8.44,172.05,154.8,Asteroid,NEO,Amor
  3199 Nefertiti (1982 RA),3199,1.575,0.2842,32.96,339.99,53.41,Asteroid,NEO,Amor
  3271 Ul (1982 RB),3271,2.101,0.396,25.08,158.81,159.1,Asteroid,NEO,Amor
  3288 Seleucus (1982 DV),3288,2.033,0.4563,5.93,218.62,349.28,Asteroid,NEO,Amor
  3352 McAuliffe (1981 CW),3352,1.879,0.3691,4.77,107.33,16.12,Asteroid,NEO,Amor
  3551 Verenia (1983 RD),3551,2.092,0.4874,9.51,173.78,193.29,Asteroid,NEO,Amor
  3552 Don Quixote (1983 SA),3552,4.265,0.7081,31.09,349.93,316.6,Asteroid,NEO,Amor
  3553 Mera (1985 JA),3553,1.645,0.3201,36.78,232.49,288.94,Asteroid,NEO,Amor
  3691 Bede (1982 FT),3691,1.775,0.2841,20.36,348.74,234.92,Asteroid,NEO,Amor
  3908 Nyx (1980 PA),3908,1.927,0.4594,2.19,261.21,126.63,Asteroid,NEO,Amor
  3988 Huma (1986 LA),3988,1.545,0.3166,10.77,229.79,86.96,Asteroid,NEO,Amor
  4055 Magellan (1985 DO2),4055,1.82,0.3262,23.26,164.82,154.44,Asteroid,NEO,Amor
  4401 Aditi (1985 TB),4401,2.583,0.5632,26.63,22.79,68.12,Asteroid,NEO,Amor
  4487 Pocahontas (1987 UA),4487,1.731,0.2966,16.41,198.11,173.98,Asteroid,NEO,Amor
  4503 Cleobulus (1989 WM),4503,2.704,0.5243,2.51,45.96,76.25,Asteroid,NEO,Amor
  4596 (1981 QB),4596,2.24,0.5199,37.07,154.22,248.37,Asteroid,NEO,Amor
  4688 (1980 WF),4688,2.232,0.5179,6.38,241.23,213.82,Asteroid,NEO,Amor
  4947 Ninkasi (1988 TJ1),4947,1.37,0.1684,15.65,215.43,192.93,Asteroid,NEO,Amor
  4954 Eric (1990 SQ),4954,2.002,0.4492,17.43,358.42,52.57,Asteroid,NEO,Amor
  4957 Brucemurray (1990 XJ),4957,1.566,0.2188,35.01,254.88,97.49,Asteroid,NEO,Amor
  5324 Lyapunov (1987 SL),5324,2.984,0.6047,19.62,352.25,321.14,Asteroid,NEO,Amor
  5332 Davidaguilar (1990 DA),5332,2.164,0.4553,25.52,142.78,306.06,Asteroid,NEO,Amor
  5370 Taranis (1986 RA),5370,3.321,0.6371,19.17,177.8,161.35,Asteroid,NEO,Amor
  5587 (1990 SB),5587,2.398,0.544,18.09,189.92,86.81,Asteroid,NEO,Amor
  5620 Jasonwheeler (1990 OA),5620,2.159,0.4225,7.87,128.65,153.8,Asteroid,NEO,Amor
  5626 Melissabrucker (1991 FE),5626,2.194,0.4548,3.85,173.1,231.81,Asteroid,NEO,Amor
  5646 (1990 TR),5646,2.143,0.4361,7.91,14.1,335.76,Asteroid,NEO,Amor
  5653 Camarillo (1992 WD5),5653,1.794,0.3046,6.88,9.89,122.65,Asteroid,NEO,Amor
  5751 Zao (1992 AC),5751,2.102,0.4252,16.07,121.63,25.5,Asteroid,NEO,Amor
  5797 Bivoj (1980 AA),5797,1.893,0.4443,4.19,298.93,168.65,Asteroid,NEO,Amor
  5836 (1993 MF),5836,2.441,0.5365,7.95,238.73,78.05,Asteroid,NEO,Amor
  5863 Tara (1983 RB),5863,2.222,0.5054,19.49,168.89,115.52,Asteroid,NEO,Amor
  5869 Tanith (1988 VN4),5869,1.812,0.3211,17.93,227.85,230.83,Asteroid,NEO,Amor
  5879 Almeria (1992 CH1),5879,1.625,0.289,21.57,145.83,355.81,Asteroid,NEO,Amor
  6050 Miwablock (1992 AE),6050,2.203,0.4371,6.4,88.17,285.01,Asteroid,NEO,Amor
  6178 (1986 DA),6178,2.815,0.5843,4.31,64.5,127.45,Asteroid,NEO,Amor
  6456 Golombek (1992 OM),6456,2.192,0.4093,8.22,313.58,347.14,Asteroid,NEO,Amor
  6569 Ondaatje (1993 MO),6569,1.626,0.2208,22.64,111.47,167.35,Asteroid,NEO,Amor
  7088 Ishtar (1992 AA),7088,1.981,0.3899,8.3,102.61,354.77,Asteroid,NEO,Amor
  7236 (1987 PA),7236,2.725,0.559,16.33,308.5,337.93,Asteroid,NEO,Amor
  7336 Saunders (1989 RS1),7336,2.306,0.4816,7.2,174.47,181.51,Asteroid,NEO,Amor
  7358 Oze (1995 YA3),7358,2.199,0.5023,4.66,265.45,92.27,Asteroid,NEO,Amor
  7474 (1992 TC),7474,1.566,0.2922,7.09,88.61,275.65,Asteroid,NEO,Amor
  7480 Norwan (1994 PC),7480,1.568,0.317,9.45,124.37,256.85,Asteroid,NEO,Amor
  7839 (1994 ND),7839,2.165,0.5186,27.11,102.51,228.35,Asteroid,NEO,Amor
  7977 (1977 QQ5),7977,2.226,0.4663,25.16,134.14,248.09,Asteroid,NEO,Amor
  8013 Gordonmoore (1990 KA),8013,2.2,0.4313,7.57,105.56,146.74,Asteroid,NEO,Amor
  8034 Akka (1992 LR),8034,1.83,0.4092,2.02,232.83,68.21,Asteroid,NEO,Amor
  8037 (1993 HO1),8037,1.987,0.4175,5.91,22.39,105.71,Asteroid,NEO,Amor
  8567 (1996 HW1),8567,2.045,0.4495,8.45,177.1,177.31,Asteroid,NEO,Amor
  8709 Kadlu (1994 JF1),8709,2.529,0.489,3.52,119.24,153.64,Asteroid,NEO,Amor
  9172 Abhramu (1989 OB),9172,2.71,0.5529,7.84,287.62,74.1,Asteroid,NEO,Amor
  9400 (1994 TW1),9400,2.587,0.5808,36,3.36,62.14,Asteroid,NEO,Amor
  9950 ESA (1990 VB),9950,2.439,0.5329,14.59,253.47,103.57,Asteroid,NEO,Amor
 10150 (1994 PN),10150,2.375,0.544,45.94,112.98,234.03,Asteroid,NEO,Amor
 10302 (1989 ML),10302,1.273,0.1369,4.38,104.28,183.62,Asteroid,NEO,Amor
 10860 (1995 LE),10860,2.579,0.5744,4.15,257.22,75.49,Asteroid,NEO,Amor
 11054 (1991 FA),11054,1.979,0.4466,3.08,339.06,92.33,Asteroid,NEO,Amor
 11284 Belenus (1990 BA),11284,1.74,0.3374,1.99,311.73,171.15,Asteroid,NEO,Amor
 11398 (1998 YP11),11398,1.721,0.3893,15.02,144.75,74.75,Asteroid,NEO,Amor
 13553 Masaakikoyama (1992 JE),13553,2.189,0.464,5.88,193.46,109.99,Asteroid,NEO,Amor
 14402 (1991 DB),14402,1.715,0.402,11.42,158.22,51.34,Asteroid,NEO,Amor
 15745 Yuliya (1991 PM5),15745,1.72,0.2549,14.43,132.61,140.61,Asteroid,NEO,Amor
 15817 Lucianotesi (1994 QC),15817,1.325,0.1182,13.87,162.49,94.24,Asteroid,NEO,Amor
 16064 Davidharvey (1999 RH27),16064,2.849,0.5893,4.54,335.56,104.76,Asteroid,NEO,Amor
 16636 (1993 QP),16636,2.31,0.4682,7.21,296.81,47.35,Asteroid,NEO,Amor
 16657 (1993 UB),16657,2.278,0.4606,24.95,31.2,21.26,Asteroid,NEO,Amor
 16912 Rhiannon (1998 EP8),16912,1.751,0.2727,24.52,169.18,221.19,Asteroid,NEO,Amor
 17274 (2000 LC16),17274,2.733,0.5537,5.57,305.73,21.4,Asteroid,NEO,Amor
 18106 Blume (2000 NX3),18106,2.444,0.512,4.22,109.18,235,Asteroid,NEO,Amor
 18109 (2000 NG11),18109,1.881,0.3679,0.81,59.54,319.27,Asteroid,NEO,Amor
 18172 (2000 QL7),18172,2.425,0.5112,17.83,338.46,100.7,Asteroid,NEO,Amor
 18736 (1998 NU),18736,2.35,0.4908,2.81,297.43,222.96,Asteroid,NEO,Amor
 18882 (1999 YN4),18882,1.685,0.2321,36.81,291.69,242.64,Asteroid,NEO,Amor
 19356 (1997 GH3),19356,2.509,0.5597,3.01,186.5,334.21,Asteroid,NEO,Amor
 19764 (2000 NF5),19764,2.234,0.4426,1.32,281.49,9.6,Asteroid,NEO,Amor
 20086 (1994 LW),20086,3.183,0.6231,21.77,237.15,58.01,Asteroid,NEO,Amor
 20255 (1998 FX2),20255,2.151,0.4923,9.96,180.94,17.58,Asteroid,NEO,Amor
 20460 Robwhiteley (1999 LO28),20460,1.877,0.4119,33.93,280.06,283.64,Asteroid,NEO,Amor
 20790 (2000 SE45),20790,2.753,0.5562,8.3,302.9,168.9,Asteroid,NEO,Amor
 21088 Chelyabinsk (1992 BL2),21088,1.706,0.2386,38.46,297.84,27.16,Asteroid,NEO,Amor
 21277 (1996 TO5),21277,2.378,0.5204,20.95,167.38,250.1,Asteroid,NEO,Amor
 21374 (1997 WS22),21374,1.269,0.1205,23.98,59.2,197.18,Asteroid,NEO,Amor
 23183 (2000 OY21),23183,1.824,0.4009,40.97,119.65,301.44,Asteroid,NEO,Amor
 23548 (1994 EF2),23548,2.29,0.5176,23.44,345.86,124.28,Asteroid,NEO,Amor
 23606 (1996 AS1),23606,1.75,0.3611,14.36,296.62,357.62,Asteroid,NEO,Amor
 23714 (1998 EC3),23714,2.128,0.5163,8.4,127.86,128.95,Asteroid,NEO,Amor
 24475 (2000 VN2),24475,1.975,0.4412,14.63,76.4,32.68,Asteroid,NEO,Amor
 25916 (2001 CP44),25916,2.562,0.4981,15.74,94.66,199.8,Asteroid,NEO,Amor
 26166 (1995 QN3),26166,3.301,0.6442,14.78,185.71,62.88,Asteroid,NEO,Amor
 26310 (1998 TX6),26310,2.141,0.4685,5.38,210.85,98.91,Asteroid,NEO,Amor
 26760 (2001 KP41),26760,2.852,0.5576,11.02,146.25,155.2,Asteroid,NEO,Amor
 26817 (1987 QB),26817,2.803,0.5942,3.5,153.19,156.58,Asteroid,NEO,Amor
 27031 (1998 RO4),27031,2.14,0.4249,5.36,191.86,111.84,Asteroid,NEO,Amor
 27346 (2000 DN8),27346,1.875,0.399,36.95,135.21,269.25,Asteroid,NEO,Amor
 31210 (1998 BX7),31210,2.605,0.5023,8.96,144.92,271.34,Asteroid,NEO,Amor
 31221 (1998 BP26),31221,1.723,0.2571,20.22,331.03,186.82,Asteroid,NEO,Amor
 31345 (1998 PG),31345,2.016,0.3914,6.5,222.69,156.19,Asteroid,NEO,Amor
 31346 (1998 PB1),31346,2.029,0.4298,5.96,299.73,350.51,Asteroid,NEO,Amor
 32906 (1994 RH),32906,2.248,0.4401,18.94,331.17,92.31,Asteroid,NEO,Amor
 34613 (2000 UR13),34613,2.069,0.3873,6.18,315.29,286.14,Asteroid,NEO,Amor
 35432 (1998 BG9),35432,2.501,0.5451,13.14,115.32,1.6,Asteroid,NEO,Amor
 36017 (1999 ND43),36017,1.524,0.3143,5.55,332.08,52.11,Asteroid,NEO,Amor
 36183 (1999 TX16),36183,1.551,0.3325,38.22,54.65,311.19,Asteroid,NEO,Amor
 37336 (2001 RM),37336,2.253,0.4835,36.67,223.64,118.02,Asteroid,NEO,Amor
 38091 (1999 JT3),38091,2.169,0.4013,9.33,64.82,225.09,Asteroid,NEO,Amor
 39565 (1992 SL),39565,1.642,0.3342,8.6,0.96,344.78,Asteroid,NEO,Amor
  3122 Florence (1981 ET3),3122,1.769,0.4232,22.14,336.06,27.87,Asteroid,PHA,Amor
  3757 Anagolay (1982 XB),3757,1.835,0.4456,3.87,74.93,17.22,Asteroid,PHA,Amor
  6491 (1991 OA),6491,2.501,0.5903,5.95,301.89,323.64,Asteroid,PHA,Amor
 38071 (1999 GU3),38071,2.089,0.5077,12.74,195.49,8.82,Asteroid,PHA,Amor
  1685 Toro (1948 OA),1685,1.368,0.436,9.38,274.22,127.23,Asteroid,NEO,Apollo
  1863 Antinous (1948 EA),1863,2.259,0.6058,18.4,346.42,268.07,Asteroid,NEO,Apollo
  1864 Daedalus (1971 FA),1864,1.461,0.6145,22.22,6.61,325.67,Asteroid,NEO,Apollo
  1865 Cerberus (1971 UA),1865,1.08,0.467,16.1,212.89,325.28,Asteroid,NEO,Apollo
  1866 Sisyphus (1972 XA),1866,1.894,0.5383,41.2,63.46,293.1,Asteroid,NEO,Apollo
  2063 Bacchus (1977 HB),2063,1.078,0.3494,9.43,33.06,55.35,Asteroid,NEO,Apollo
  2212 Hephaistos (1978 SB),2212,2.16,0.8373,11.54,27.5,209.41,Asteroid,NEO,Apollo
  2329 Orthos (1976 WA),2329,2.41,0.6537,24.47,169.28,146.08,Asteroid,NEO,Apollo
  3103 Eger (1982 BB),3103,1.404,0.3543,20.93,129.74,254.09,Asteroid,NEO,Apollo
  3360 Syrinx (1981 VA),3360,2.467,0.7456,21.14,242.48,63.56,Asteroid,NEO,Apollo
  3752 Camillo (1985 PA),3752,1.414,0.3015,55.56,147.96,312.23,Asteroid,NEO,Apollo
  3838 Epona (1986 WA),3838,1.505,0.7023,29.2,235.47,49.73,Asteroid,NEO,Apollo
  4197 Morpheus (1982 TA),4197,2.294,0.7724,12.6,7.01,122.57,Asteroid,NEO,Apollo
  4257 Ubasti (1987 QA),4257,1.647,0.4683,40.72,169.16,278.94,Asteroid,NEO,Apollo
  4341 Poseidon (1987 KF),4341,1.834,0.68,11.84,108.04,15.84,Asteroid,NEO,Apollo
  4544 Xanthus (1989 FB),4544,1.042,0.2502,14.14,23.96,333.86,Asteroid,NEO,Apollo
  5131 (1990 BG),5131,1.486,0.569,36.43,110.38,135.83,Asteroid,NEO,Apollo
  5143 Heracles (1991 VL),5143,1.835,0.7719,9,309.36,227.96,Asteroid,NEO,Apollo
  5496 (1973 NA),5496,2.435,0.6353,68,101.05,118.01,Asteroid,NEO,Apollo
  5645 (1990 SP),5645,1.355,0.3872,13.51,45.71,48.27,Asteroid,NEO,Apollo
  5660 (1974 MA),5660,1.786,0.7619,38.13,302.15,127.01,Asteroid,NEO,Apollo
  5731 Zeus (1988 VP4),5731,2.266,0.6519,11.2,280.59,218.45,Asteroid,NEO,Apollo
  5786 Talos (1991 RC),5786,1.081,0.8269,23.24,161.3,8.38,Asteroid,NEO,Apollo
  5828 (1991 AM),5828,1.698,0.6949,30.12,125.42,152.77,Asteroid,NEO,Apollo
  6047 (1991 TB1),6047,1.455,0.3521,23.48,6.08,103.81,Asteroid,NEO,Apollo
  6053 (1993 BW3),6053,2.147,0.5287,21.58,318.24,74.91,Asteroid,NEO,Apollo
  6063 Jason (1984 KB),6063,2.221,0.7625,4.96,169.06,337.6,Asteroid,NEO,Apollo
  6455 (1992 HE),6455,2.241,0.5724,37.34,26.9,262.81,Asteroid,NEO,Apollo
  6611 (1993 VW),6611,1.696,0.4847,8.7,230.77,281.63,Asteroid,NEO,Apollo
  7025 (1993 QA),7025,1.476,0.3149,12.61,146.6,323.47,Asteroid,NEO,Apollo
  7092 Cadmus (1992 LC),7092,2.544,0.6944,17.78,56.78,94.78,Asteroid,NEO,Apollo
  7350 (1993 VA),7350,1.356,0.3911,7.26,133.11,336.66,Asteroid,NEO,Apollo
  7888 (1993 UC),7888,2.437,0.6633,26.09,165.9,323.04,Asteroid,NEO,Apollo
  7889 (1994 LX),7889,1.262,0.3462,36.91,111.27,349.17,Asteroid,NEO,Apollo
  8035 (1992 TB),8035,1.342,0.4626,28.31,185.62,6.1,Asteroid,NEO,Apollo
  8176 (1991 WA),8176,1.575,0.6431,39.59,66.5,241.9,Asteroid,NEO,Apollo
  8201 (1994 AH2),8201,2.538,0.7067,9.55,164.1,25.11,Asteroid,NEO,Apollo
  8507 (1991 CB1),8507,1.687,0.5945,14.59,317.41,345.79,Asteroid,NEO,Apollo
  9058 (1992 JB),9058,1.557,0.3597,16.09,218.3,307.1,Asteroid,NEO,Apollo
  9162 Kwiila (1987 OA),9162,1.497,0.5955,9.01,180.01,235.8,Asteroid,NEO,Apollo
  9202 (1993 PB),9202,1.424,0.6077,40.8,315.9,212.36,Asteroid,NEO,Apollo
 10145 (1994 CK1),10145,1.901,0.6329,4.55,328.4,27.41,Asteroid,NEO,Apollo
 10165 (1995 BL2),10165,1.235,0.5037,23.9,312.43,348.46,Asteroid,NEO,Apollo
 10563 Izhdubar (1993 WD),10563,1.007,0.2663,63.46,56.56,132.19,Asteroid,NEO,Apollo
 10636 (1998 QK56),10636,1.885,0.5126,13.58,172.94,286.31,Asteroid,NEO,Apollo
 11066 Sigurd (1992 CC1),11066,1.392,0.3755,36.88,349.23,22.01,Asteroid,NEO,Apollo
 11311 Peleus (1993 XN2),11311,2.117,0.5359,25.49,59.32,313.42,Asteroid,NEO,Apollo
 11405 (1999 CV3),11405,1.46,0.3939,22.86,141.26,96.38,Asteroid,NEO,Apollo
 11885 Summanus (1990 SS),11885,1.703,0.4745,19.43,359.78,116.22,Asteroid,NEO,Apollo
 12711 Tukmit (1991 BB),12711,1.186,0.2721,38.49,294.97,322.87,Asteroid,NEO,Apollo
 16816 (1997 UF9),16816,1.443,0.6041,25.92,37.15,157.97,Asteroid,NEO,Apollo
 16834 (1997 WU22),16834,1.468,0.4422,15.99,260.77,334.33,Asteroid,NEO,Apollo
 17181 (1999 UM3),17181,2.37,0.6739,10.65,113.56,36.79,Asteroid,NEO,Apollo
 17182 (1999 VU),17182,1.387,0.5536,9.27,333.51,203.2,Asteroid,NEO,Apollo
 17188 (1999 WC2),17188,2.216,0.6371,29.45,269.77,287.26,Asteroid,NEO,Apollo
 17511 (1992 QN),17511,1.19,0.3588,9.58,355.9,202.42,Asteroid,NEO,Apollo
 20236 (1998 BZ7),20236,2.035,0.5602,6.5,111.31,104.44,Asteroid,NEO,Apollo
 20429 (1998 YN1),20429,1.556,0.4642,6.3,61.75,147.62,Asteroid,NEO,Apollo
 20826 (2000 UV13),20826,2.419,0.6361,31.92,347.29,198.69,Asteroid,NEO,Apollo
 22099 (2000 EX106),22099,1.104,0.2763,9.85,136.44,186.57,Asteroid,NEO,Apollo
 22771 (1999 CU3),22771,1.576,0.5239,11.4,338.95,305.8,Asteroid,NEO,Apollo
 24443 (2000 OG),24443,2.311,0.8223,25.75,178.12,231.17,Asteroid,NEO,Apollo
 24445 (2000 PM8),24445,2.21,0.546,23.78,203.16,219.07,Asteroid,NEO,Apollo
 24761 Ahau (1993 BW2),24761,1.335,0.3058,21.92,121.05,287.53,Asteroid,NEO,Apollo
 25330 (1999 KV4),25330,1.54,0.3709,14.33,50.54,86.09,Asteroid,NEO,Apollo
 26379 (1999 HZ1),26379,1.606,0.5761,8.68,252.11,200.58,Asteroid,NEO,Apollo
 30825 (1990 TG1),30825,2.436,0.681,8.74,205.02,33.68,Asteroid,NEO,Apollo
 30997 (1995 UO5),30997,1.56,0.6434,36.26,38.62,151.16,Asteroid,NEO,Apollo
 31662 (1999 HP11),31662,1.598,0.5479,18.82,13.95,312.04,Asteroid,NEO,Apollo
 35670 (1998 SU27),35670,2.122,0.5964,7.14,271.34,169.83,Asteroid,NEO,Apollo
 36236 (1999 VV),36236,1.332,0.4237,58.04,241.07,19.77,Asteroid,NEO,Apollo
 36284 (2000 DM8),36284,1.484,0.5538,46.76,323.16,317.96,Asteroid,NEO,Apollo
 38086 Beowulf (1999 JB),38086,1.42,0.5663,23.67,165.33,178.97,Asteroid,NEO,Apollo
 38239 (1999 OR3),38239,2.036,0.5756,9.44,199.94,28.1,Asteroid,NEO,Apollo
 40267 (1999 GJ4),40267,1.339,0.8085,34.49,148.22,211.94,Asteroid,NEO,Apollo
 42286 (2001 TN41),42286,1.42,0.3917,24.07,55.83,150.91,Asteroid,NEO,Apollo
 52340 (1992 SY),52340,2.212,0.5473,8.08,5.26,116.33,Asteroid,NEO,Apollo
 52750 (1998 KK17),52750,1.427,0.5248,11.17,141.32,334.14,Asteroid,NEO,Apollo
 52762 (1998 MT24),52762,2.417,0.6527,33.85,309.02,254.45,Asteroid,NEO,Apollo
 53409 (1999 LU7),53409,2.101,0.6283,10.88,206.69,147.76,Asteroid,NEO,Apollo
 54509 YORP (2000 PH5),54509,1.006,0.23,1.6,278.2,278.98,Asteroid,NEO,Apollo
